carat,cut,depth,table,price,x,y,z
0.73,4,61.7,55.0,2821,5.84,5.82,3.6
0.73,3,63.2,58.0,2821,5.76,5.7,3.62
0.7,4,60.8,60.0,2822,5.74,5.71,3.48
0.72,4,60.3,59.0,2822,5.84,5.8,3.51
0.72,4,60.9,60.0,2822,5.8,5.76,3.52
0.72,4,62.4,59.0,2822,5.77,5.7,3.58
0.7,4,60.2,60.0,2822,5.73,5.7,3.44
0.6,5,62.0,55.0,2822,5.37,5.4,3.34
0.74,5,60.8,57.0,2822,5.85,5.89,3.57
0.73,5,62.1,55.0,2822,5.75,5.78,3.58
0.71,4,62.7,60.0,2822,5.71,5.67,3.57
0.71,4,61.3,58.0,2822,5.75,5.73,3.52
0.7,4,60.2,60.0,2822,5.82,5.75,3.48
0.7,5,60.7,56.0,2822,5.75,5.72,3.48
0.9,2,64.0,61.0,2822,6.04,6.03,3.86
0.71,5,60.2,56.0,2822,5.86,5.83,3.52
0.7,4,61.5,59.0,2822,5.73,5.68,3.51
0.7,4,62.6,56.0,2822,5.71,5.66,3.56
0.7,5,59.7,58.0,2822,5.82,5.77,3.46
0.7,2,61.4,64.0,2822,5.71,5.66,3.49
0.7,5,62.5,57.0,2822,5.62,5.59,3.51
0.7,5,61.8,56.0,2822,5.73,5.63,3.51
0.7,4,60.7,62.0,2822,5.72,5.68,3.46
0.7,4,60.6,58.0,2822,5.8,5.72,3.49
0.7,5,61.4,54.0,2822,5.75,5.71,3.52
0.79,3,62.8,59.0,2823,5.86,5.9,3.69
0.9,2,63.8,57.0,2823,6.06,6.13,3.89
0.71,4,62.3,58.0,2823,5.71,5.66,3.54
0.61,5,61.3,54.0,2823,5.51,5.59,3.4
0.9,1,65.8,54.0,2823,6.05,5.98,3.96
0.71,5,60.5,56.0,2823,5.77,5.73,3.47
0.71,4,61.2,59.0,2824,5.74,5.69,3.5
0.77,5,62.1,57.0,2824,5.84,5.86,3.63
0.74,2,63.1,58.0,2824,5.73,5.75,3.62
0.82,5,62.4,54.0,2824,6.02,5.97,3.74
0.82,4,60.8,60.0,2824,6.05,6.03,3.67
0.71,4,62.2,59.0,2825,5.73,5.66,3.54
0.83,4,60.0,59.0,2825,6.08,6.05,3.64
0.73,3,62.0,57.0,2825,5.75,5.8,3.58
0.83,4,62.5,59.0,2825,6.02,5.95,3.74
1.17,4,60.2,61.0,2825,6.9,6.83,4.13
0.91,1,61.3,67.0,2825,6.24,6.19,3.81
0.73,4,62.6,60.0,2826,5.75,5.68,3.58
0.7,2,57.2,59.0,2826,5.94,5.88,3.38
0.9,4,62.2,59.0,2826,6.11,6.07,3.79
0.7,4,62.2,58.0,2826,5.66,5.6,3.5
0.7,3,63.3,56.0,2826,5.6,5.58,3.54
0.7,4,59.4,61.0,2826,5.78,5.74,3.42
0.9,3,63.5,56.0,2826,6.17,6.07,3.88
0.78,4,60.8,60.0,2826,5.97,5.94,3.62
0.96,5,60.7,55.0,2826,6.41,6.37,3.88
0.7,3,62.3,59.0,2827,5.67,5.7,3.54
0.72,2,64.0,54.0,2827,5.68,5.7,3.64
0.79,4,62.6,58.0,2827,5.96,5.9,3.71
0.7,5,61.6,57.0,2827,5.69,5.74,3.52
0.7,5,62.3,55.0,2827,5.66,5.7,3.54
0.7,5,60.6,57.0,2828,5.74,5.77,3.49
1.01,4,61.6,61.0,2828,6.39,6.31,3.91
0.72,4,62.2,58.0,2829,5.75,5.7,3.56
0.8,2,63.7,54.0,2829,5.91,5.87,3.75
0.59,5,62.0,56.0,2829,5.36,5.38,3.33
0.72,5,61.7,57.0,2829,5.77,5.74,3.55
0.75,4,61.9,57.0,2829,5.88,5.82,3.62
0.8,4,60.2,57.0,2829,6.05,6.01,3.63
0.71,3,62.7,59.0,2830,5.65,5.7,3.56
0.77,3,61.7,56.0,2830,5.84,5.89,3.62
0.97,5,60.7,56.0,2830,6.41,6.43,3.9
0.53,5,60.9,57.0,2830,5.23,5.29,3.19
0.53,5,61.8,57.0,2830,5.16,5.19,3.2
0.8,5,62.1,54.4,2830,5.94,5.99,3.7
0.9,4,60.6,62.0,2830,6.21,6.13,3.74
0.76,3,60.8,60.0,2831,5.89,5.98,3.61
0.72,5,62.3,57.0,2831,5.7,5.76,3.57
0.75,5,61.4,57.0,2831,5.82,5.87,3.59
0.72,4,62.1,58.0,2831,5.73,5.76,3.57
0.79,5,61.8,56.0,2831,5.93,5.91,3.66
0.72,3,62.5,58.0,2832,5.71,5.75,3.58
0.91,3,62.8,61.0,2832,6.15,6.18,3.87
0.71,4,62.1,57.0,2832,5.75,5.65,3.54
0.81,4,63.0,60.0,2832,5.87,5.81,3.68
0.82,5,62.5,57.0,2832,5.91,5.97,3.71
0.71,4,62.2,58.0,2832,5.72,5.66,3.54
0.9,2,64.3,63.0,2832,6.05,6.01,3.88
0.8,3,62.0,58.0,2833,5.86,5.95,3.66
0.56,3,61.0,59.0,2833,5.28,5.34,3.24
0.7,3,59.6,61.0,2833,5.77,5.8,3.45
0.7,5,61.0,57.0,2833,5.74,5.76,3.51
0.61,5,61.7,55.0,2833,5.45,5.48,3.37
0.85,5,62.5,57.0,2833,6.02,6.07,3.78
0.7,5,60.7,57.0,2833,5.73,5.75,3.49
0.8,5,62.2,56.0,2834,5.94,5.87,3.67
0.8,5,62.8,57.0,2834,5.91,5.87,3.7
0.51,3,59.9,58.0,2834,5.16,5.19,3.1
0.53,5,61.4,57.0,2834,5.2,5.23,3.2
0.78,5,61.8,55.0,2834,5.92,5.95,3.67
0.9,3,63.4,54.0,2834,6.17,6.14,3.9
0.9,1,65.3,59.0,2834,6.07,6.0,3.94
0.77,5,60.7,55.0,2834,6.01,5.95,3.63
0.73,5,61.2,56.0,2835,5.89,5.81,3.58
0.63,5,61.9,57.0,2835,5.47,5.51,3.4
0.7,5,61.5,54.0,2835,5.7,5.75,3.52
0.72,5,62.8,57.0,2835,5.71,5.73,3.59
0.72,5,61.0,57.0,2835,5.78,5.8,3.53
0.75,4,59.6,59.0,2835,6.04,5.94,3.57
0.82,3,60.7,56.0,2836,6.04,6.06,3.67
0.71,2,62.8,60.0,2836,5.6,5.65,3.53
0.7,4,62.6,59.0,2837,5.69,5.66,3.55
0.7,5,61.8,56.0,2837,5.74,5.69,3.53
0.71,5,59.8,53.0,2838,5.86,5.82,3.49
0.76,3,60.9,55.0,2838,5.92,5.94,3.61
0.82,1,64.9,58.0,2838,5.83,5.79,3.77
0.72,4,58.8,60.0,2838,5.91,5.89,3.47
0.7,4,62.3,58.0,2838,5.72,5.64,3.54
0.7,4,61.7,58.0,2838,5.69,5.63,3.49
0.7,4,62.6,55.0,2838,5.73,5.64,3.56
0.7,4,59.4,61.0,2838,5.83,5.79,3.45
0.7,3,63.5,59.0,2838,5.53,5.49,3.5
0.7,4,60.9,61.0,2838,5.71,5.66,3.46
0.7,4,59.5,58.0,2838,5.85,5.75,3.45
0.7,4,63.0,60.0,2838,5.64,5.57,3.53
0.74,3,60.0,57.0,2839,5.85,5.89,3.52
0.71,5,61.5,57.0,2839,5.74,5.71,3.52
0.7,5,61.6,54.0,2839,5.75,5.72,3.53
0.71,5,62.1,55.0,2839,5.82,5.68,3.57
0.71,4,59.1,61.0,2839,5.84,5.81,3.44
0.71,4,59.0,60.0,2839,5.82,5.8,3.43
0.71,4,60.5,58.0,2839,5.75,5.72,3.47
0.7,5,62.4,53.0,2839,5.73,5.71,3.57
0.73,5,61.8,54.0,2839,5.8,5.82,3.59
0.7,5,62.1,54.0,2839,5.69,5.72,3.54
0.7,5,61.3,57.0,2839,5.71,5.74,3.51
0.71,4,60.3,58.0,2839,5.82,5.78,3.5
0.71,4,59.2,58.0,2839,5.87,5.82,3.46
0.79,4,59.3,62.0,2839,6.09,6.01,3.59
0.71,4,62.7,59.0,2839,5.7,5.62,3.55
0.77,3,61.0,60.0,2840,5.9,5.87,3.59
0.75,3,59.8,56.0,2840,5.85,5.92,3.52
0.7,5,61.0,56.0,2840,5.75,5.8,3.52
0.71,4,59.3,56.0,2840,5.88,5.82,3.47
0.92,5,61.9,56.0,2840,6.27,6.2,3.86
0.83,4,61.4,59.0,2840,6.08,6.04,3.72
0.7,4,59.2,60.0,2840,5.87,5.78,3.45
0.73,4,60.3,59.0,2841,5.9,5.87,3.55
0.71,3,63.4,55.0,2841,5.69,5.61,3.58
0.73,3,63.9,57.0,2841,5.66,5.71,3.63
0.82,5,61.7,53.0,2841,6.0,6.12,3.74
0.82,5,62.3,56.0,2841,5.96,6.02,3.73
0.82,3,59.7,57.0,2841,6.12,6.14,3.66
0.52,5,61.2,56.0,2841,5.19,5.21,3.18
1.0,4,58.9,60.0,2841,6.6,6.55,3.87
0.95,1,66.7,56.0,2841,6.16,6.03,4.06
0.73,5,61.4,57.0,2841,5.76,5.8,3.55
0.73,4,59.9,59.0,2841,5.87,5.77,3.5
0.73,4,61.4,58.0,2841,5.82,5.77,3.56
0.8,5,62.6,54.0,2842,5.92,5.96,3.72
0.7,4,58.7,61.0,2842,5.8,5.72,3.38
0.7,3,60.2,62.0,2843,5.71,5.75,3.45
0.7,3,62.7,58.0,2843,5.65,5.67,3.55
0.71,3,59.4,58.0,2843,5.76,5.82,3.44
0.81,3,63.2,58.0,2843,5.91,5.92,3.74
0.71,3,61.5,58.0,2843,5.73,5.79,3.54
0.73,5,61.3,57.0,2843,5.81,5.84,3.57
0.73,3,61.8,59.0,2843,5.73,5.79,3.56
0.72,5,62.0,57.0,2843,5.71,5.74,3.55
0.81,5,62.1,57.0,2843,5.91,5.95,3.68
0.71,5,60.7,57.0,2843,5.81,5.78,3.52
0.73,3,57.7,61.0,2844,5.92,5.96,3.43
0.7,3,62.0,59.0,2844,5.65,5.68,3.51
1.01,5,61.5,57.0,2844,6.45,6.46,3.97
1.01,2,63.1,57.0,2844,6.35,6.39,4.02
0.79,5,62.5,57.0,2844,5.91,5.93,3.7
0.7,3,61.8,59.0,2845,5.65,5.68,3.5
0.7,3,58.9,60.0,2845,5.83,5.85,3.44
0.8,2,63.4,60.0,2845,5.92,5.82,3.72
1.27,4,59.3,61.0,2845,7.12,7.05,4.2
0.79,5,61.5,56.0,2846,5.96,5.91,3.65
0.72,3,60.2,59.0,2846,5.79,5.84,3.5
0.73,5,61.6,56.0,2846,5.79,5.84,3.58
1.01,1,65.4,59.0,2846,6.3,6.26,4.11
1.01,2,64.2,61.0,2846,6.25,6.18,3.99
0.73,5,59.1,59.0,2846,5.92,5.95,3.51
0.7,5,61.6,57.0,2846,5.71,5.76,3.53
0.7,2,59.1,61.0,2846,5.76,5.84,3.43
0.77,4,62.9,59.0,2846,5.84,5.79,3.66
0.77,4,61.3,60.0,2846,5.91,5.81,3.59
0.77,4,61.4,58.0,2846,5.94,5.89,3.63
0.84,3,61.2,57.0,2847,6.1,6.12,3.74
0.72,5,60.3,57.0,2847,5.83,5.85,3.52
0.76,4,61.1,59.0,2847,5.93,5.88,3.61
0.7,3,62.9,59.0,2848,5.61,5.68,3.55
0.54,5,61.5,55.0,2848,5.25,5.29,3.24
0.75,1,64.6,57.0,2848,5.74,5.72,3.7
0.79,2,64.1,54.0,2849,5.86,5.84,3.75
0.74,3,63.1,58.0,2849,5.75,5.73,3.62
0.7,3,61.0,60.0,2850,5.74,5.77,3.51
0.7,5,60.8,59.0,2850,5.69,5.79,3.49
0.75,5,61.5,56.0,2850,5.83,5.87,3.6
1.2,3,63.1,60.0,2850,6.75,6.67,4.23
0.8,3,63.4,57.0,2851,5.89,5.82,3.71
0.66,5,62.1,56.0,2851,5.54,5.57,3.45
0.87,3,61.0,63.0,2851,6.22,6.07,3.75
0.86,4,62.7,59.0,2851,6.04,5.98,3.77
0.74,5,61.0,57.0,2851,5.85,5.81,3.56
0.58,3,60.6,59.0,2852,5.37,5.43,3.27
0.78,5,61.5,57.0,2852,5.88,5.92,3.63
0.74,5,61.3,55.0,2852,5.85,5.86,3.59
0.73,5,62.7,55.0,2852,5.7,5.79,3.6
0.91,3,63.5,57.0,2852,6.12,6.07,3.87
0.71,4,62.6,58.0,2853,5.67,5.7,3.56
0.71,2,63.5,55.0,2853,5.64,5.66,3.59
0.79,5,62.8,57.0,2853,5.9,5.85,3.69
0.79,4,60.0,60.0,2853,6.07,6.03,3.63
0.71,4,62.7,58.0,2853,5.73,5.66,3.57
0.82,4,61.9,58.0,2853,5.99,5.97,3.7
0.78,3,61.9,57.1,2854,5.87,5.95,3.66
0.7,3,62.4,56.0,2854,5.64,5.7,3.54
1.12,4,59.1,61.0,2854,6.78,6.75,4.0
0.73,4,62.0,57.0,2854,5.86,5.76,3.6
0.91,1,64.4,62.0,2854,6.06,6.03,3.89
0.91,1,65.4,60.0,2854,6.04,6.0,3.94
0.91,2,64.2,58.0,2854,6.12,6.09,3.92
0.91,1,65.8,58.0,2854,6.04,6.01,3.96
0.7,4,58.4,59.0,2854,5.91,5.83,3.43
0.68,4,61.7,57.0,2854,5.67,5.64,3.49
0.73,3,62.5,57.0,2855,5.7,5.75,3.58
1.03,2,63.6,57.0,2855,6.38,6.29,4.03
0.74,4,62.4,57.0,2855,5.8,5.74,3.6
0.98,1,53.3,67.0,2855,6.82,6.74,3.61
1.02,1,53.0,63.0,2856,6.84,6.77,3.66
1.0,1,67.8,61.0,2856,5.96,5.9,4.02
1.02,5,61.6,55.0,2856,6.49,6.43,3.98
0.6,5,60.8,57.0,2856,5.44,5.49,3.32
0.8,5,61.6,56.0,2856,5.97,6.01,3.69
0.97,5,60.7,56.0,2856,6.43,6.41,3.9
1.0,1,67.9,62.0,2856,6.19,6.03,4.15
0.26,5,62.3,57.0,556,4.05,4.08,2.53
0.26,5,62.1,56.0,556,4.09,4.12,2.55
0.36,5,61.9,55.0,556,4.57,4.59,2.83
0.34,2,57.5,61.0,556,4.6,4.66,2.66
0.34,2,63.3,57.0,556,4.44,4.47,2.82
0.34,2,63.5,55.0,556,4.44,4.47,2.83
0.34,2,63.4,55.0,556,4.44,4.46,2.82
0.34,3,59.6,62.0,556,4.54,4.56,2.71
0.34,5,62.2,54.0,556,4.47,4.5,2.79
0.32,2,64.1,54.0,556,4.34,4.37,2.79
0.31,5,61.6,55.0,557,4.36,4.41,2.7
0.31,5,61.3,56.0,557,4.36,4.38,2.68
0.31,5,62.3,54.0,557,4.37,4.4,2.73
0.31,5,62.0,54.0,557,4.37,4.4,2.72
0.31,5,62.7,53.0,557,4.33,4.35,2.72
0.31,5,62.2,53.0,557,4.36,4.38,2.72
0.31,5,62.2,53.6,557,4.32,4.35,2.7
0.31,5,61.6,54.8,557,4.35,4.37,2.69
0.31,5,61.8,54.2,557,4.33,4.37,2.69
0.33,4,59.4,59.0,557,4.52,4.5,2.68
0.33,4,62.3,58.0,557,4.43,4.4,2.75
0.33,4,62.6,58.0,557,4.42,4.4,2.76
0.33,5,61.9,56.0,557,4.45,4.41,2.74
0.33,4,63.0,58.0,557,4.42,4.4,2.78
0.33,4,62.8,58.0,557,4.41,4.38,2.76
0.33,4,61.5,61.0,557,4.46,4.39,2.72
0.33,5,62.1,55.0,557,4.44,4.41,2.75
0.33,5,63.0,57.0,557,4.39,4.37,2.76
0.33,2,63.6,53.0,557,4.43,4.4,2.81
0.33,4,60.4,59.0,557,4.54,4.5,2.73
1.0,1,66.1,56.0,2856,6.21,5.97,4.04
0.77,4,60.8,59.0,2856,5.92,5.86,3.58
0.77,4,61.0,58.0,2856,5.94,5.9,3.61
0.7,2,60.1,63.0,2857,5.68,5.71,3.42
0.9,3,63.1,58.0,2857,6.08,6.02,3.82
0.72,5,62.3,57.0,2857,5.76,5.7,3.57
0.9,4,61.9,59.0,2857,6.2,6.14,3.82
0.72,4,62.1,58.0,2857,5.76,5.73,3.57
0.7,5,62.1,56.0,2858,5.63,5.71,3.52
0.81,3,61.3,57.0,2858,6.02,6.05,3.7
0.81,3,61.7,57.0,2858,6.0,6.05,3.72
0.71,4,61.0,60.0,2858,5.76,5.69,3.49
0.7,4,61.4,59.0,2858,5.73,5.7,3.51
0.71,4,61.5,60.0,2858,5.76,5.68,3.52
0.71,3,63.5,59.0,2858,5.68,5.59,3.58
0.92,4,62.9,58.0,2858,6.22,6.18,3.9
0.76,5,62.7,54.0,2858,5.88,5.83,3.67
0.73,5,61.5,56.0,2858,5.84,5.8,3.58
0.71,4,60.4,62.0,2858,5.74,5.72,3.46
0.7,2,63.6,62.0,2858,5.61,5.58,3.56
0.9,1,64.5,56.0,2858,6.06,6.0,3.89
0.71,1,56.9,65.0,2858,5.89,5.84,3.34
0.7,5,61.0,57.0,2859,5.76,5.74,3.51
0.7,4,62.4,56.0,2859,5.72,5.66,3.55
0.77,4,60.9,60.0,2859,5.91,5.88,3.59
0.71,5,61.5,56.0,2859,5.74,5.78,3.54
0.7,4,59.6,61.0,2859,5.8,5.77,3.45
0.75,1,55.8,70.0,2859,6.09,5.98,3.37
0.83,4,59.2,60.0,2859,6.17,6.12,3.64
0.71,3,61.3,61.0,2860,5.68,5.73,3.5
0.9,3,63.6,58.0,2860,6.07,6.1,3.87
0.6,5,61.9,54.9,2860,5.41,5.44,3.35
0.71,4,62.9,57.0,2860,5.66,5.6,3.54
0.53,5,61.4,57.0,2860,5.23,5.2,3.2
0.71,4,60.7,58.0,2861,5.95,5.78,3.56
0.62,5,61.6,56.0,2861,5.45,5.48,3.37
0.62,5,61.6,56.0,2861,5.48,5.51,3.38
0.9,4,63.0,58.0,2861,6.09,6.01,3.81
0.62,1,60.1,61.0,2861,5.53,5.56,3.33
0.82,4,61.7,59.0,2861,6.01,5.98,3.7
0.66,4,61.0,58.0,2861,5.67,5.57,3.43
0.7,3,62.5,55.0,2862,5.67,5.72,3.56
0.8,3,62.6,58.0,2862,5.9,5.92,3.7
0.8,3,62.5,59.0,2862,5.88,5.92,3.69
0.79,4,62.3,54.0,2862,5.97,5.91,3.7
0.71,3,63.2,60.0,2862,5.65,5.61,3.56
0.7,5,61.1,57.0,2862,5.71,5.74,3.5
0.7,3,58.7,63.0,2862,5.73,5.69,3.35
0.79,4,60.0,60.0,2862,6.07,5.99,3.64
0.7,4,59.5,59.0,2862,5.82,5.77,3.45
1.22,4,60.9,57.0,2862,6.93,6.88,4.21
1.01,1,67.6,57.0,2862,6.21,6.11,4.18
0.73,4,62.5,61.0,2862,5.78,5.64,3.59
0.91,2,64.3,58.0,2863,6.05,6.09,3.9
0.71,5,60.8,56.0,2863,5.8,5.77,3.52
0.83,4,62.3,58.0,2863,6.01,5.97,3.73
0.84,4,62.3,59.0,2863,6.06,6.01,3.76
0.71,4,61.0,61.0,2863,5.82,5.75,3.53
0.71,4,59.7,59.0,2863,5.82,5.8,3.47
0.71,4,61.7,56.0,2863,5.8,5.68,3.54
0.71,5,61.7,57.0,2863,5.75,5.7,3.53
0.71,4,61.4,58.0,2863,5.79,5.75,3.54
0.71,4,60.6,58.0,2863,5.79,5.77,3.5
0.91,4,59.5,62.0,2863,6.4,6.18,3.74
0.9,4,59.8,62.0,2863,6.24,6.21,3.72
0.71,4,61.5,62.0,2863,5.74,5.68,3.51
0.71,4,59.1,61.0,2863,5.84,5.8,3.44
0.72,5,59.5,57.0,2863,5.91,5.86,3.5
0.72,4,60.9,60.0,2863,5.78,5.74,3.51
0.71,5,61.0,55.0,2863,5.79,5.75,3.52
0.81,5,60.3,57.0,2864,6.07,6.04,3.65
0.83,3,61.6,58.0,2865,6.05,6.07,3.73
0.73,4,60.8,55.0,2865,5.87,5.81,3.55
0.56,3,62.0,56.0,2866,5.25,5.3,3.27
0.56,3,61.8,55.0,2866,5.27,5.31,3.27
0.71,5,62.2,55.0,2866,5.74,5.7,3.56
0.7,5,62.3,58.0,2866,5.66,5.7,3.54
0.96,4,61.3,58.0,2866,6.39,6.3,3.89
0.71,3,62.9,57.0,2867,5.67,5.69,3.57
0.7,5,62.4,57.0,2867,5.68,5.61,3.52
0.71,5,60.4,57.0,2867,5.78,5.81,3.5
0.8,4,61.2,53.0,2867,6.05,5.98,3.68
0.95,4,58.4,57.0,2867,6.49,6.41,3.77
0.82,5,62.3,56.0,2867,5.99,5.95,3.72
0.52,5,61.2,56.0,2867,5.21,5.19,3.18
0.82,5,61.7,53.0,2867,6.12,6.0,3.74
0.82,5,62.3,56.0,2867,6.02,5.96,3.73
0.82,4,59.7,57.0,2867,6.14,6.12,3.66
0.8,5,61.3,57.0,2867,5.96,5.91,3.64
0.96,1,68.2,61.0,2867,6.07,5.88,4.1
0.72,5,62.4,55.0,2868,5.72,5.75,3.58
0.62,5,60.5,57.0,2868,5.52,5.56,3.35
0.79,4,61.0,58.0,2868,5.96,5.9,3.62
0.75,3,63.1,56.0,2868,5.78,5.7,3.62
1.08,4,61.9,60.0,2869,6.55,6.48,4.03
0.72,5,60.8,55.0,2869,5.77,5.84,3.53
0.62,5,61.8,56.0,2869,5.43,5.47,3.37
0.73,5,61.3,57.0,2869,5.84,5.81,3.57
0.72,5,60.9,57.0,2869,5.79,5.77,3.52
0.52,4,61.8,60.0,2870,5.16,5.13,3.18
0.83,5,62.2,57.0,2870,6.0,6.05,3.75
0.64,4,62.1,58.0,2870,5.56,5.51,3.44
0.8,5,62.5,57.0,2870,5.94,5.9,3.7
0.74,5,62.1,56.0,2870,5.77,5.83,3.6
0.72,5,61.5,56.0,2870,5.72,5.79,3.54
0.82,5,59.5,57.0,2870,6.12,6.09,3.63
0.73,4,61.3,59.0,2870,5.81,5.78,3.55
1.04,4,61.6,61.0,2870,6.47,6.45,3.98
0.73,3,61.3,58.0,2871,5.76,5.83,3.55
0.73,2,63.6,57.0,2871,5.7,5.72,3.63
0.9,4,62.8,59.0,2871,6.13,6.03,3.82
0.75,5,61.8,55.0,2871,5.83,5.85,3.61
0.79,5,62.6,55.0,2871,5.91,5.95,3.71
0.7,2,62.5,56.7,2872,5.59,5.62,3.51
0.75,3,60.7,55.0,2872,5.87,5.92,3.58
1.02,5,61.7,56.0,2872,6.44,6.49,3.99
0.7,3,59.0,62.0,2872,5.79,5.81,3.42
0.7,5,61.8,56.0,2872,5.63,5.73,3.51
0.7,2,61.4,64.0,2872,5.66,5.71,3.49
0.7,5,61.4,54.0,2872,5.71,5.75,3.52
0.7,5,60.7,56.0,2872,5.72,5.75,3.48
0.7,3,60.2,60.0,2872,5.75,5.82,3.48
0.72,3,58.3,57.0,2872,5.89,5.94,3.45
0.74,5,62.3,58.0,2872,5.74,5.78,3.59
0.84,2,65.1,55.0,2872,5.88,5.97,3.86
0.76,3,62.0,58.0,2873,5.8,5.86,3.62
0.77,3,63.2,58.0,2873,5.8,5.84,3.68
0.76,5,62.8,56.0,2873,5.78,5.82,3.64
1.0,5,61.7,56.0,2873,6.45,6.41,3.97
1.0,1,65.5,62.0,2873,6.14,6.07,4.0
0.9,1,65.7,58.0,2873,6.03,6.0,3.95
0.9,4,61.8,58.0,2873,6.16,6.13,3.8
0.9,2,64.0,61.0,2873,6.0,5.96,3.83
0.9,1,65.3,61.0,2873,5.98,5.94,3.89
0.9,1,65.8,56.0,2873,6.01,5.96,3.94
0.9,4,60.9,61.0,2873,6.26,6.22,3.8
0.78,4,62.6,58.0,2874,5.91,5.82,3.67
0.71,4,61.2,59.0,2874,5.69,5.74,3.5
0.7,4,59.0,59.0,2874,5.79,5.77,3.41
0.7,4,60.8,62.0,2874,5.71,5.67,3.46
0.7,4,61.8,58.0,2874,5.67,5.63,3.49
0.7,5,61.0,55.0,2874,5.77,5.73,3.51
0.7,5,61.6,55.0,2874,5.75,5.71,3.53
0.7,5,62.4,56.0,2874,5.69,5.65,3.54
0.7,4,62.9,59.0,2874,5.68,5.61,3.55
1.0,1,67.7,60.0,2875,6.11,5.98,4.09
0.77,5,62.4,56.0,2875,5.84,5.9,3.66
1.0,1,65.5,55.0,2875,6.3,6.25,4.11
1.0,1,66.3,61.0,2875,6.08,6.03,4.01
1.0,1,69.5,55.0,2875,6.17,6.1,4.26
0.73,4,62.6,60.0,2876,5.68,5.75,3.58
0.79,4,60.6,53.0,2876,6.04,5.98,3.64
0.72,3,62.2,54.0,2877,5.74,5.76,3.57
0.71,5,62.4,56.0,2877,5.75,5.7,3.57
0.74,5,62.3,55.0,2877,5.8,5.83,3.62
0.7,2,62.7,56.0,2877,5.6,5.66,3.53
0.7,2,59.1,62.0,2877,5.82,5.86,3.44
0.79,3,62.8,59.0,2878,5.86,5.89,3.69
0.79,3,62.7,60.0,2878,5.82,5.89,3.67
0.79,3,59.7,58.0,2878,6.0,6.07,3.6
0.71,5,61.5,55.0,2878,5.76,5.78,3.55
0.79,5,62.8,56.0,2878,5.88,5.9,3.7
0.73,3,61.4,56.0,2879,5.81,5.86,3.58
0.63,4,60.3,62.0,2879,5.55,5.53,3.34
0.7,4,60.4,60.0,2879,5.73,5.7,3.45
0.71,4,62.7,58.0,2879,5.71,5.67,3.57
0.84,5,61.0,56.0,2879,6.13,6.1,3.73
0.84,5,62.3,55.0,2879,6.08,6.03,3.77
1.02,5,60.3,54.0,2879,6.53,6.5,3.93
0.72,1,56.9,69.0,2879,5.93,5.77,3.33
0.72,5,62.0,56.0,2879,5.76,5.73,3.56
0.92,3,58.7,61.0,2880,6.34,6.43,3.75
0.74,3,63.9,57.0,2880,5.72,5.74,3.66
0.7,5,62.0,55.0,2881,5.74,5.71,3.55
0.71,3,60.0,59.0,2881,5.84,5.83,3.5
1.05,4,62.0,59.0,2881,6.5,6.47,4.02
0.7,3,62.8,56.0,2882,5.62,5.65,3.54
0.54,5,61.8,56.0,2882,5.23,5.26,3.24
0.73,4,59.9,58.0,2882,5.87,5.84,3.51
0.88,1,56.6,65.0,2882,6.39,6.32,3.6
0.73,4,58.7,57.0,2882,5.97,5.92,3.49
0.72,5,61.8,56.0,2883,5.75,5.81,3.57
0.9,2,62.7,64.0,2883,6.09,6.0,3.79
0.9,1,65.0,61.0,2883,6.01,5.96,3.89
1.03,1,65.3,55.0,2884,6.32,6.27,4.11
0.84,3,63.8,57.0,2885,5.95,6.0,3.81
1.01,4,62.7,60.0,2885,6.36,6.27,3.96
0.77,5,61.5,55.0,2885,5.9,5.93,3.64
0.8,1,56.3,63.0,2885,6.22,6.14,3.48
0.9,1,66.9,57.0,2885,6.02,5.9,3.99
0.73,5,61.4,56.0,2886,5.79,5.81,3.56
0.72,5,62.7,55.0,2886,5.64,5.69,3.55
0.71,3,62.4,54.0,2887,5.71,5.79,3.59
0.7,4,62.6,59.0,2887,5.66,5.69,3.55
0.79,5,61.7,59.0,2888,5.93,5.96,3.67
0.72,3,62.5,58.0,2889,5.68,5.72,3.56
0.7,3,63.5,54.0,2889,5.62,5.66,3.58
0.7,3,62.2,58.0,2889,5.64,5.75,3.54
0.9,2,63.5,58.0,2889,6.09,6.14,3.88
0.71,3,62.8,56.0,2889,5.69,5.72,3.58
0.5,5,62.2,54.0,2889,5.08,5.12,3.17
0.5,5,62.2,54.0,2889,5.09,5.11,3.17
0.74,5,61.2,56.0,2889,5.83,5.87,3.58
0.77,4,61.8,56.0,2889,5.94,5.9,3.66
0.77,4,59.8,61.0,2889,5.99,5.95,3.57
0.8,5,61.5,54.0,2890,6.07,6.0,3.71
0.8,5,62.4,57.0,2890,5.9,5.87,3.67
0.8,4,61.5,60.0,2890,5.97,5.94,3.66
0.8,2,63.8,59.0,2890,5.87,5.83,3.73
0.66,5,61.5,56.0,2890,5.61,5.58,3.44
0.71,3,61.2,58.0,2891,5.71,5.79,3.52
0.71,5,61.2,56.0,2891,5.73,5.77,3.52
0.71,5,61.6,56.0,2891,5.74,5.76,3.54
0.71,5,62.7,56.0,2891,5.71,5.75,3.59
0.72,5,61.1,56.0,2891,5.78,5.81,3.54
0.71,2,62.3,61.0,2891,5.7,5.73,3.56
0.86,5,61.8,55.0,2892,6.12,6.14,3.79
1.19,1,65.1,59.0,2892,6.62,6.55,4.29
